"NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY"
8755030101,23020,613,"Hypomesus pretiosus (surf smelt)",0,NA,"MISC. PREY","Oth pel. smelt","Oth pel. smelt",NA,"Oth pel. smelt",NA,"OP smelt"
8755030201,23041,604,"Mallotus villosus (capelin)",0,NA,"MISC. PREY","Capelin","Capelin",NA,"Capelin","Capelin","Capelin"
8755030302,23055,1,"Osmerus mordax (rainbow smelt)",0,NA,"MISC. PREY","Oth pel. smelt","Oth pel. Smelt",NA,"Oth pel. smelt",NA,"OP smelt"
8755030501,23010,601,"Thaleichthys pacificus (eulachon)",0,NA,"MISC. PREY","Eulachon","Eulachon",NA,"Eulachon","Eulachon","Eulachon"
8755030601,23030,616,"Allosmerus elongatus (whitebait smelt)",0,NA,"MISC. PREY","Oth pel. smelt","Oth pel. smelt",NA,"Oth pel. smelt",NA,"OP smelt"
6169270000,0,1,"Ischyroceridae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169270200,0,1,"Ischyrocerus sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169270500,0,1,"Parajassa sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169340000,60149,1,"Lysianassidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169340300,60140,1,"Anonyx sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169341100,0,1,"Cyphocaris sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169341400,0,1,"Hippomedon sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169344700,0,1,"Valettiopsis sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169345401,0,1,"Alicella gigantea(amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169345501,0,1,"Valettia coheres (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169350000,0,1,"Melphidippidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169350100,0,1,"Melphidippa sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370000,0,1,"Oedicerotidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370200,0,1,"Aceroides sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370401,0,1,"Arrhis luthkei (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370500,0,1,"Bathymedon sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370504,0,1,"Bathymedon nanseni (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370800,0,1,"Monoculodes sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370801,0,1,"Monoculodes borealis (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370802,0,1,"Monoculodes castalskii (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169370816,0,1,"Monoculodes zernovi (amphipoda)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169371302,0,1,"Pontocrates arenarius (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169371500,0,1,"Westwoodilla sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169371502,0,1,"Westwoodilla caecula (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169400000,0,1,"Pardaliscidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169400300,0,1,"Pardalisca sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169420000,0,1,"Phoxocephalidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169420100,0,1,"Harpinia sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169420105,0,1,"Harpinia gurjanovae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169420300,0,1,"Heterophoxus sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169420900,0,1,"Paraphoxus sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169421100,0,1,"Proharpinia sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169430000,0,1,"Pleustidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169430500,0,1,"Pleusymtes sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169430503,0,1,"Pleusymtes glaber (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169440000,0,1,"Podoceridae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169440100,0,1,"Dulichia sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6169470301,0,1,"Parandania boecki (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169480000,0,1,"Stenothoidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169480400,0,1,"Metopelloides sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169500000,0,1,"Synopiidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169500300,0,1,"Syrrhoe sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6169500301,0,1,"Syrrhoe crenulata (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6.17e+09,0,1,"Hyperiidea (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170010000,0,1,"Hyperiidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170010100,0,1,"Hyperia sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170010103,0,1,"Hyperia medusarum (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170010105,0,1,"Hyperia anarctica (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170010700,0,1,"Hyperoche sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6170011000,0,1,"Themisto sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6170011001,0,1,"Parathemisto groacilepes (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6170011002,0,1,"Parathemisto libellula (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170011003,0,1,"Themisto pacifica (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170011005,0,1,"Themisto abyssorum (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170030000,0,1,"Phronimidae",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170030100,0,1,"Phronima",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170040000,55900,1,"Phrosinidae (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170040300,41520,1,"Primno sp. (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170040302,0,1,"Primno macropa (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph"
6170080100,0,1,"Lycaea",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6170150100,0,1,"Scina",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6170190100,0,1,"Vibilia sp.",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6170210100,0,1,"Paraphronima",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6.171e+09,0,1,"Caprellidea (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6171010000,0,1,"Caprellidae (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6171010722,0,1,"Caprella striata (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph"
6.173e+09,0,1,"Eucarida",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. CRAB",NA,"MISC. CRAB"
6.174e+09,63500,1,"Euphausiacea (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174010000,0,1,"Bentheuphausiidae",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020000,0,1,"Euphausiidae (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020001,0,1,"Calytopsis larvae (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020002,0,1,"Furcilia larvae (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020100,0,1,"Euphausia sp. (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020101,0,1,"Euphausia pacifica (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020126,0,1,"Euphausia gibboides (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020302,0,1,"Nematobrachion boopis",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020400,0,1,"Nematoscelis sp.",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020401,0,1,"Nematoscelis difficilis (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020504,0,1,"Nyctiphanes simplex (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020701,0,1,"Stylocheiron longicorne (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020702,0,1,"Stylocheiron maximum",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020801,0,1,"Tessarabrachion oculatum",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020900,0,1,"Thysanoessa sp. (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020902,0,1,"Thysanoessa inermis (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020903,0,1,"Thysanoessa inspinata (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020905,0,1,"Thysanoessa longipes (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020906,0,1,"Thysanoessa raschi (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6174020907,0,1,"Thysanoessa spinifera (euphausiid)",0,NA,"MISC. PREY","Euphausiid","Euphausiid",NA,"Euphausiid",NA,"Euphausiid"
6.175e+09,0,1,"Decapoda (shrimp and crab)",0,NA,"MISC. PREY","Gen. Particulate","Gen. Particulate",NA,"MISC. CRAB",NA,"MISC. CRAB"
6177010000,66140,1,"Penaeidae",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6177010301,0,1,"Metapenaeopsis goodei",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6177020000,0,1,"Sergestidae (sergestid shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6177020300,0,1,"Sergestes sp. (sergestid shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6177020301,0,1,"Sergestes similis (Pacific sergestid)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6177060100,0,1,"Bentheogennema sp. (blunt tailed shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6177060101,0,1,"Bentheogennema borealis (Northern blunt-tailed shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6.178e+09,0,1,"Natantia (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6178000099,0,1,"Unidentified deep water shrimp (re:Troy",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6.179e+09,66145,1,"Caridea (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179010000,66810,1,"Oplophoridae (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179010100,66839,1,"Hymenodora sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179010102,66840,1,"Hymenodora frontalis (Pacific amber eye)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179050000,66750,1,"Pasiphaeidae (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179050100,0,1,"Pasiphaea sp. (glass shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179050101,66770,1,"Pasiphaea pacifica (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179050103,66772,1,"Pasiphaea tarda (crimson pasiphaeid shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179050300,0,1,"Parapasiphae sp. (grooved-back shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179050301,66761,1,"Parapasiphae sulcatiformes",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160000,66150,1,"Hippolytidae (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160200,0,1,"Spirontocaris sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160201,0,1,"Spirontocaris prionota (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160202,0,1,"Spirontocaris lamellicornis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160206,0,1,"Spirontocaris ochotensis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160210,0,1,"Spirontocaris arcuata (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160212,0,1,"Spirontocaris sica (dagger bladed shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160214,0,1,"Spirontocaris holmesi (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160300,66200,1,"Lebbeus sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160301,66203,1,"Lebbeus groenlandicus (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160305,66204,1,"Lebbeus polaris (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160306,66201,1,"Lebbeus grandimana (candy stripe shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160400,66170,1,"Eualus sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160401,66171,1,"Eualus barbatus (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160402,66190,1,"Eualus biunguis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160403,66180,1,"Eualus macrophthalmus (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160404,66174,1,"Eualus fabricii (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160405,66193,1,"Eualus suckleyi (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160406,66175,1,"Eualus gaimardii (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160407,66173,1,"Eualus townsendi (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160408,66177,1,"Eualus pusiolus (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160410,66192,1,"Eualus stoneyi (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160411,66172,1,"Eualus avinus (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160412,66179,1,"Eualus macilentus (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160500,66301,1,"Heptacarpus sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160501,0,1,"Heptacarpus decorus (elegant coastal shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160502,0,1,"Heptacarpus tridens (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160503,66304,1,"Heptacarpus stylus (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160505,66306,1,"Heptacarpus camtschatica (northern coastal shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179160507,66303,1,"Heptacarpus moseri (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179180000,66019,1,"Pandalidae (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180100,66020,1,"Pandalus sp. (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180101,0,1,"Pandalus borealis (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180102,66045,1,"Pandalus goniurus (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180103,66030,1,"Pandalus jordani (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180104,66034,1,"Pandalus montagui tridens (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180105,66040,1,"Pandalus platyceros (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180106,66050,1,"Pandalus hypsinotus (humpback shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180107,66025,1,"Pandalus danae (coonstripe shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180108,66055,1,"Pandalus stenolepis (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180200,66059,1,"Pandalopsis sp. (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180201,66130,1,"Pandalopsis ampla (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180202,66060,1,"Pandalopsis aleutica (shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179180204,66120,1,"Pandalopsis dispar (sidestripe shrimp)",0,NA,"MISC. PREY","Pandalidae","Pandalidae",NA,"Pandalidae",NA,"Pandalidae"
6179220000,66500,1,"Crangonidae (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220100,66502,1,"Crangon sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220102,66512,1,"Crangon alaskensis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220104,66509,1,"Crangon alba (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220105,0,1,"Crangon stylirostris (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220106,66530,1,"Crangon dalli (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220107,66517,1,"Crangon franciscorum",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220109,66515,1,"Crangon communis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220113,0,1,"Crangon variabilis",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220116,66520,1,"Crangon resima (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220124,66510,1,"Crangon abyssorum (abyssal crangon)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220200,0,1,"Sclerocrangon",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220201,0,1,"Sclerocrangon boreas (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220202,66602,1,"Rhynocrangon alata (saddle-back shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220203,0,1,"Sclerocrangon sharpi",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220300,66570,1,"Argis sp. (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220301,66611,1,"Argis lar (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220302,66580,1,"Argis dentata (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
